text;intent;slots
How can I maintain humidity for my Ferns during the winter months;plant_caretaking_advise;O O O B-AdviceType I-AdviceType I-AdviceType I-AdviceType B-PlantName I-AdviceType I-AdviceType I-AdviceType I-AdviceType 
Does my Spider Plant need a specific type of soil to thrive;plant_caretaking_advise;O O B-PlantName I-PlantName O O I-AdviceType I-AdviceType I-AdviceType B-AdviceType I-AdviceType I-AdviceType 
I just moved into a new apartment with low light what type of plant should I get;plant_purchasing_advise;I-AdviceType O O O O B-Requirement O O B-Environment I-Environment O B-AdviceType I-AdviceType I-AdviceType I-AdviceType I-AdviceType I-AdviceType 
What kind of plants would you suggest for a beginner gardener;plant_purchasing_advise;O O O O O O O O O B-PlantType O 
Could you recommend a flowering plant that requires minimal care;plant_purchasing_advise;O O O O B-PlantType I-PlantType O B-AdviceType I-AdviceType I-AdviceType 
Which kind of indoor plant would you suggest for a beginner like me;plant_purchasing_advise;O O O B-PlantType I-PlantType O O B-AdviceType O O I-AdviceType I-AdviceType I-AdviceType 
I stay in a small apartment with low light Can you suggest some suitable houseplants for my living condition;plant_purchasing_advise;O O O O B-Environment I-Environment I-Environment I-Environment I-Environment O O B-AdviceType O B-PlantType I-PlantType O I-Requirement I-AdviceType I-AdviceType 
What are good flowering plants to purchase for a beginner gardener;plant_purchasing_advise;O O B-PlantType I-PlantType I-PlantType I-PlantType I-PlantType O O B-AdviceType I-AdviceType 
Should I buy a ZZ plant or a Peace Lily for my lowlit room;plant_purchasing_advise;O O B-AdviceType I-PlantType B-PlantType I-PlantType I-PlantType I-PlantType I-PlantType I-PlantType O O O I-Environment 
Whats a great lowmaintenance plant I can buy for my office;plant_purchasing_advise;O O B-PlantType O O O O B-AdviceType O O B-Environment 
I live in a small apartment and have little sunlight what plant would be best to buy;plant_purchasing_advise;O O O O B-Environment I-Environment I-Environment I-Environment I-Environment I-Environment O O O O B-PlantType I-PlantType I-PlantType 
My rose plant has black spots on its leaves what could be the cause and how to treat it;plant_disease_advise;O B-PlantName I-PlantName O B-Symptom I-Symptom I-Symptom I-Symptom I-Symptom O O O O B-AdviceType I-AdviceType I-AdviceType I-AdviceType I-AdviceType I-AdviceType 
My geranium has white fuzz on its leaves what does this mean and how can I treat it;plant_disease_advise;O B-PlantName O B-Symptom I-Symptom I-Symptom I-Symptom I-Symptom O O O B-AdviceType I-AdviceType I-AdviceType I-AdviceType I-AdviceType I-AdviceType I-AdviceType 
Why are the leaves of my Peace Lily turning brown;plant_disease_advise;O O O B-Symptom I-Symptom I-Symptom B-PlantName I-PlantName I-Symptom I-Symptom 
Theres a sticky substance on my Ficus plant is it a disease and how can I treat it;plant_disease_advise;O O B-Symptom I-Symptom I-Symptom I-Symptom B-PlantName I-PlantName O I-AdviceType O B-AdviceType I-AdviceType I-AdviceType I-AdviceType I-AdviceType I-AdviceType I-AdviceType 
I found tiny bugs on my indoor plant How should I treat them;plant_disease_advise;O O B-Symptom I-Symptom I-Symptom I-Symptom B-PlantName I-PlantName O O O B-AdviceType I-AdviceType 
How often should I water my spider plant in summer;plant_caretaking_advise;O O O O B-AdviceType O B-PlantName I-PlantName O O 
Can you give me some tips on how to care for my indoor cacti;plant_caretaking_advise;O O O O O O O O O B-AdviceType O O B-PlantName I-PlantName 
Whats the right way to care for my Monstera It doesnt seem to be doing so well;plant_caretaking_advise;O O I-AdviceType I-AdviceType I-AdviceType B-AdviceType I-AdviceType I-AdviceType B-PlantName O O I-AdviceType I-AdviceType I-AdviceType I-AdviceType I-AdviceType I-AdviceType 
Could you provide some advice on how to repot orchids safely without harming them;plant_caretaking_advise;O O O O O O O O B-AdviceType B-PlantName I-AdviceType I-AdviceType I-AdviceType I-AdviceType 
Im new to gardening could you please provide some tips on maintaining my fern;plant_caretaking_advise;O B-Requirement O B-AdviceType O O I-AdviceType O O B-AdviceType I-AdviceType I-AdviceType I-AdviceType B-PlantName 
Hi helpful botanist Im looking to buy a houseplant that can tolerate low light conditions any recommendations;plant_purchasing_advise;O O O O O O O O O O O O B-Environment I-Environment I-Environment O O 
Could you suggest some indoor plants that are safe for cats;plant_purchasing_advise;O O B-AdviceType O B-PlantType I-PlantType O O B-PlantSpecification I-PlantSpecification I-PlantSpecification 
I would like to purchase a houseplant that helps to purify the air any ideas;plant_purchasing_advise;O O O I-PlantType O O B-PlantType O I-PlantType I-PlantType I-PlantType I-PlantType I-PlantType O B-AdviceType 
Im planning to buy some ornamental plants for my living room should I consider any factors in particular;plant_purchasing_advise;O O O O O B-PlantType I-PlantType O O I-Requirement I-Requirement O O B-AdviceType I-AdviceType I-AdviceType I-AdviceType I-AdviceType 
Can you recommend plants that would do well in a dry environment I live in a desert area;plant_purchasing_advise;O O B-PlantType I-PlantType O O B-AdviceType I-AdviceType I-AdviceType I-Environment B-Environment I-Environment O O I-AdviceType I-Environment I-Environment I-Environment 
My Money plants leaves are turning yellow what seems to be the problem;plant_disease_advise;O B-PlantName O B-Symptom I-Symptom I-Symptom I-Symptom O O O O O B-AdviceType 
Ive noticed some small white spots on my orchids leaves What could this mean;plant_disease_advise;O O O B-Symptom I-Symptom I-Symptom I-Symptom I-Symptom O I-Symptom O O O B-AdviceType 
Can you help me understand why my cactus is turning black at the base;plant_disease_advise;O O O O B-AdviceType O O B-PlantName O B-Symptom I-Symptom I-Symptom I-Symptom I-Symptom 
What can I do if my Aloe Vera plant is showing signs of root rot;plant_disease_advise;O O O B-AdviceType I-AdviceType I-AdviceType B-PlantName I-PlantName O O B-Symptom I-Symptom I-Symptom I-Symptom I-Symptom 
My peace lilys leaf tips are turning brown what could be causing this;plant_disease_advise;O B-PlantName O B-Symptom I-Symptom I-Symptom I-Symptom I-Symptom O O O B-AdviceType I-AdviceType 
What amount of sunlight does my fern require on a daily basis;plant_caretaking_advise;O O O B-AdviceType I-AdviceType I-AdviceType B-PlantName I-AdviceType I-AdviceType I-AdviceType I-AdviceType I-AdviceType 
How often should I water my cactus;plant_caretaking_advise;O O O O B-AdviceType O B-PlantName 
What type of soil is best to use for my orchid plant;plant_caretaking_advise;O O O B-AdviceType O I-AdviceType I-AdviceType I-AdviceType I-AdviceType I-AdviceType B-PlantName I-PlantName 
Whats the optimal temperature for growing a Monstera deliciosa indoors;plant_caretaking_advise;O O I-AdviceType B-AdviceType I-AdviceType I-AdviceType I-AdviceType B-PlantName I-PlantName I-AdviceType 
Can you tell me about the fertilization needs of a rubber plant;plant_caretaking_advise;O O O O O O B-AdviceType I-AdviceType I-AdviceType I-AdviceType B-PlantName I-PlantName 
I want to buy a houseplant that doesnt require much sunlight What do you suggest;plant_purchasing_advise;O O O O O B-PlantType O O B-PlantSpecification I-PlantSpecification I-PlantSpecification O O O B-AdviceType 
Can you recommend a plant that could survive in a hot and dry climate;plant_purchasing_advise;O O O B-PlantSpecification O O O B-PlantType I-PlantType B-PlantSpecification B-Environment I-Environment I-Environment I-Environment 
Im looking to add some green to my home office Which plant should I buy;plant_purchasing_advise;O O I-PlantType O O B-PlantType I-PlantType I-PlantType B-Environment I-Environment O O O O B-AdviceType 
I have pets and small children at home Can you recommend some safe nontoxic plants I could buy;plant_purchasing_advise;I-PlantType O I-Environment I-Environment I-Environment I-Environment O B-Environment O O O O B-PlantType O I-PlantType I-PlantType I-PlantType I-PlantType 
Im extremely busy and often forget watering plants What type of plant should I purchase for minimal care;plant_purchasing_advise;O O B-Requirement I-Requirement I-Requirement I-Requirement I-Requirement O O O O O O O B-AdviceType I-AdviceType I-AdviceType I-AdviceType 
My rose plants leaves are turning yellow with black spots what should I do;plant_disease_advise;O B-PlantName O B-Symptom I-Symptom I-Symptom I-Symptom B-Symptom I-Symptom I-Symptom O O O O 
My rubber plant has brown patches all over its leaves What could be wrong with it and how can I treat it;plant_disease_advise;O B-PlantName O B-Symptom I-Symptom I-Symptom I-Symptom I-Symptom I-Symptom I-Symptom O O O O O O O O O O O O 
Ive noticed that my Philodendron has yellowing leaves is it sick and what can I do;plant_disease_advise;O O O O B-PlantName B-Symptom I-Symptom I-Symptom B-Symptom I-Symptom I-Symptom O O O O O 
Lately my Begonia leaves have started curling and turning brown at the edges whats going wrong and how can I treat it;plant_disease_advise;O O B-PlantName B-Symptom I-Symptom I-Symptom I-Symptom I-Symptom I-Symptom I-Symptom I-Symptom I-Symptom I-Symptom O I-Symptom I-Symptom I-Symptom I-Symptom I-Symptom I-Symptom I-Symptom I-Symptom 
My snake plant seems to have some sort of mold growth Can you help me identify the problem and suggest a solution;plant_disease_advise;O B-PlantName I-PlantName B-Symptom I-Symptom I-Symptom I-Symptom I-Symptom I-Symptom I-Symptom I-Symptom O I-Symptom I-Symptom I-Symptom I-Symptom I-Symptom I-Symptom I-Symptom I-Symptom I-Symptom I-Symptom 
Can you give me some advice on how often I should water my succulent plant;plant_caretaking_advise;O O O O O O O O O O O B-AdviceType O B-PlantName O 
What kind of light conditions are best for my spider plant;plant_caretaking_advise;O O O B-AdviceType O O O O O B-PlantName I-PlantName 
I recently got a Rubber plant and I am unsure on how to care for it Can you help;plant_caretaking_advise;O O O O B-PlantName I-PlantName O O O O O O O O O O O O O 
How can I increase the blooming of my rose plant indoors;plant_caretaking_advise;O O O O O B-AdviceType I-AdviceType I-AdviceType B-PlantName I-AdviceType I-AdviceType 
Any advice on the temperature suitable for a cactus indoors;plant_caretaking_advise;O O O O B-AdviceType I-AdviceType I-AdviceType I-AdviceType B-PlantType B-Environment 
